Name,State,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
Donley County,TX,37.263,33.564,40.962
Duval County,TX,35.069,31.376,38.762
Eastland County,TX,36.591,33.39,39.792
Ector County,TX,55.555,51.385,59.725
Edwards County,TX,35.554,31.747,39.361
Ellis County,TX,61.157,56.768,65.546
El Paso County,TX,40.081,38.85,41.312
Erath County,TX,41.914,37.738,46.09
Falls County,TX,35.491,32.432,38.55
Fannin County,TX,43.211,39.657,46.765
Fayette County,TX,49.83,45.448,54.212
Fisher County,TX,44.519,40.045,48.993
Floyd County,TX,36.898,33.033,40.763
Foard County,TX,33.442,29.968,36.916
Fort Bend County,TX,88.516,83.793,93.239
Franklin County,TX,42.099,37.733,46.465
Freestone County,TX,46.526,41.887,51.165
Frio County,TX,34.206,31.421,36.991
Gaines County,TX,50.709,45.643,55.775
Galveston County,TX,58.333,54.518,62.148
Garza County,TX,49.947,45.073,54.821
Gillespie County,TX,52.814,47.196,58.432
Glasscock County,TX,73.335,65.432,81.238
Goliad County,TX,49.369,44.116,54.622
Gonzales County,TX,42.291,38.532,46.05
Gray County,TX,49.012,44.457,53.567
Grayson County,TX,49.261,45.865,52.657
Gregg County,TX,50.02,47.218,52.822
Grimes County,TX,44.795,40.212,49.378
Guadalupe County,TX,61.825,58.523,65.127
Hale County,TX,40.213,37.366,43.06
Hall County,TX,33.324,30.09,36.558
Hamilton County,TX,41.207,36.973,45.441
Hansford County,TX,50.698,45.339,56.057
Hardeman County,TX,36.992,33.109,40.875
Hardin County,TX,53.872,49.111,58.633
Harris County,TX,54.23,53.235,55.225
Harrison County,TX,48.461,44.088,52.834
Hartley County,TX,64.182,60.053,68.311
Haskell County,TX,35.607,31.929,39.285
Hays County,TX,59.569,56.504,62.634
Hemphill County,TX,66.505,59.259,73.751
Henderson County,TX,40.921,38.981,42.861
Hidalgo County,TX,34.368,32.672,36.064
Hill County,TX,41.521,38.186,44.856
Hockley County,TX,50.124,47.035,53.213
Hood County,TX,55.472,50.193,60.751
Hopkins County,TX,44.076,40.566,47.586
Houston County,TX,33.698,30.51,36.886
Howard County,TX,47.299,43.657,50.941
Hudspeth County,TX,32.086,28.65,35.522
Hunt County,TX,43.385,40.236,46.534
Hutchinson County,TX,51.508,46.678,56.338
Irion County,TX,63.054,56.311,69.797
Jack County,TX,52.03,47.199,56.861
Jackson County,TX,52.185,48.056,56.314
Jasper County,TX,41.017,36.677,45.357
Jeff Davis County,TX,46.364,41.375,51.353
Jefferson County,TX,41.147,39.396,42.898
Jim Hogg County,TX,36.929,33.141,40.717
Jim Wells County,TX,46.2,42.579,49.821
Johnson County,TX,55.926,51.877,59.975
Jones County,TX,41.079,37.192,44.966
Karnes County,TX,43.986,39.383,48.589
Kaufman County,TX,57.585,53.132,62.038
Kendall County,TX,77.764,70.376,85.152
Kenedy County,TX,38.451,34.235,42.667
Kent County,TX,43.026,39.111,46.941
Kerr County,TX,44.113,40.046,48.18
Kimble County,TX,38.75,34.794,42.706
King County,TX,64.203,58.525,69.881
Kinney County,TX,39.335,35.178,43.492
Kleberg County,TX,40.884,36.564,45.204
Knox County,TX,36.929,33.248,40.61
Lamar County,TX,41.009,38.004,44.014
Lamb County,TX,37.111,33.8,40.422
Lampasas County,TX,50.699,45.895,55.503
La Salle County,TX,38.012,34.106,41.918
Lavaca County,TX,47.041,43.225,50.857
Lee County,TX,52.895,47.859,57.931
Leon County,TX,45.159,40.554,49.764
Liberty County,TX,47.123,43.3,50.946
Limestone County,TX,37.256,33.752,40.76
Lipscomb County,TX,60.81,55.125,66.495
Live Oak County,TX,51.481,46.368,56.594
Llano County,TX,45.096,40.729,49.463
Loving County,TX,55.819,49.598,62.04
Lubbock County,TX,45.719,43.869,47.569
Lynn County,TX,41.589,37.388,45.79
McCulloch County,TX,39.649,35.928,43.37
McLennan County,TX,43.488,41.07,45.906
McMullen County,TX,61.571,55.08,68.062
Madison County,TX,39.03,34.934,43.126
Marion County,TX,34.452,31.02,37.884
Martin County,TX,61.896,56.382,67.41
Mason County,TX,42.82,38.282,47.358
Matagorda County,TX,41.587,37.349,45.825
Maverick County,TX,32.248,29.486,35.01
Medina County,TX,53.44,49.04,57.84
Menard County,TX,32.58,29.163,35.997
Midland County,TX,74.811,69.138,80.484
Milam County,TX,41.849,37.9,45.798
Mills County,TX,38.564,34.661,42.467
Mitchell County,TX,41.363,37.04,45.686
Montague County,TX,48.996,44.903,53.089
Montgomery County,TX,70.929,67.702,74.156
Moore County,TX,42.839,38.819,46.859
Morris County,TX,37.954,34.171,41.737
Motley County,TX,37.936,33.884,41.988
Nacogdoches County,TX,38.895,36.714,41.076
Navarro County,TX,43.091,39.867,46.315
Newton County,TX,39.135,34.973,43.297
Nolan County,TX,38.742,34.819,42.665
Nueces County,TX,51.222,49.551,52.893
Ochiltree County,TX,61.773,55.648,67.898
Oldham County,TX,54.458,48.632,60.284
Orange County,TX,48.834,44.64,53.028
Palo Pinto County,TX,40.862,37.257,44.467
Panola County,TX,48.822,45.464,52.18
Parker County,TX,67.655,63.185,72.125
Parmer County,TX,41.813,38.702,44.924
Pecos County,TX,44.817,40.507,49.127
Polk County,TX,41.401,37.864,44.938
Potter County,TX,38.224,35.748,40.7
Presidio County,TX,34.258,30.9,37.616
Rains County,TX,47.834,44.651,51.017
Randall County,TX,64.636,61.33,67.942
Reagan County,TX,62.376,55.648,69.104
Real County,TX,37.294,34.059,40.529
Red River County,TX,34.34,30.844,37.836
Reeves County,TX,39.006,35.34,42.672
Refugio County,TX,43.654,39.074,48.234
Roberts County,TX,69.424,62.752,76.096
Robertson County,TX,43.194,39.324,47.064
Rockwall County,TX,84.692,78.758,90.626
Runnels County,TX,38.607,34.708,42.506
Rusk County,TX,46.427,42.931,49.923
Sabine County,TX,35.701,31.988,39.414
San Augustine County,TX,32.826,29.351,36.301
San Jacinto County,TX,43.087,38.599,47.575
San Patricio County,TX,51.958,48.698,55.218
San Saba County,TX,38,34.026,41.974
Schleicher County,TX,50.361,45.15,55.572
Scurry County,TX,56.444,50.659,62.229
Shackelford County,TX,55.13,49.626,60.634
Shelby County,TX,35.772,32.673,38.871
Sherman County,TX,49.309,44.366,54.252
Smith County,TX,45.363,42.404,48.322
Somervell County,TX,51.733,46.871,56.595
Starr County,TX,26.699,24.224,29.174
Stephens County,TX,44.11,39.745,48.475
Sterling County,TX,59.854,53.412,66.296
Stonewall County,TX,42.78,38.211,47.349
Sutton County,TX,60.435,54.024,66.846
Swisher County,TX,37.527,33.528,41.526
Tarrant County,TX,58.127,56.818,59.436
Taylor County,TX,45.559,42.955,48.163
Terrell County,TX,39.503,35.197,43.809
Terry County,TX,38.752,34.718,42.786
Throckmorton County,TX,43.618,39.441,47.795
Titus County,TX,40.68,37.335,44.025
Tom Green County,TX,45.261,41.629,48.893
Travis County,TX,61.779,60.414,63.144
Trinity County,TX,36.645,33.436,39.854
Tyler County,TX,40.442,36.3,44.584
Upshur County,TX,46.346,42.361,50.331
Upton County,TX,55.918,49.993,61.843
Uvalde County,TX,37.933,34.151,41.715
Val Verde County,TX,41.437,37.657,45.217
Van Zandt County,TX,43.377,40.256,46.498
Victoria County,TX,51.003,46.984,55.022
Walker County,TX,39.984,36.638,43.33
Waller County,TX,50.589,46.139,55.039
Ward County,TX,53.244,47.821,58.667
Washington County,TX,55.139,51.645,58.633
Webb County,TX,37.935,35.963,39.907
Wharton County,TX,44.11,40.379,47.841
Wheeler County,TX,52.548,47.473,57.623
Wichita County,TX,43.379,40.75,46.008
Wilbarger County,TX,39.377,35.318,43.436
Willacy County,TX,29.782,26.7,32.864
Williamson County,TX,73.098,70.607,75.589
Wilson County,TX,62.752,58.653,66.851
Winkler County,TX,55.493,49.858,61.128
Wise County,TX,59.904,55.353,64.455
Wood County,TX,42.753,39.333,46.173
Yoakum County,TX,60.738,54.412,67.064
Young County,TX,41.872,37.718,46.026
Zapata County,TX,33.291,29.743,36.839
Zavala County,TX,26.336,23.529,29.143
Utah,TX,60.943,60.307,61.579
Beaver County,UT,50.818,46.164,55.472
Box Elder County,UT,56.313,51.907,60.719
Cache County,UT,51.735,50.032,53.438
Carbon County,UT,47.34,43.006,51.674
Daggett County,UT,53.006,47.252,58.76
Davis County,UT,70.797,68.107,73.487
Duchesne County,UT,61.976,58.63,65.322
Emery County,UT,49.709,46.4,53.018
Garfield County,UT,45.666,41.175,50.157
Grand County,UT,43.344,39.22,47.468
Iron County,UT,43.615,39.441,47.789
Juab County,UT,55.204,50.719,59.689
Kane County,UT,48.456,44.031,52.881
Millard County,UT,52.623,48.442,56.804
Morgan County,UT,82.597,73.922,91.272
Piute County,UT,37.73,33.693,41.767
Rich County,UT,56.772,50.676,62.868
Salt Lake County,UT,62.536,60.865,64.207
San Juan County,UT,40.59,36.391,44.789
Sanpete County,UT,44.644,40.415,48.873
Sevier County,UT,48.622,44.987,52.257
Summit County,UT,92.56,85.447,99.673
Tooele County,UT,64.193,58.684,69.702
Uintah County,UT,65.489,60.3,70.678
Utah County,UT,60.957,59.733,62.181
Wasatch County,UT,65.207,59.743,70.671
Washington County,UT,50.169,46.673,53.665
Wayne County,UT,42.366,38.718,46.014
Weber County,UT,59.293,57.078,61.508
Vermont,UT,54.153,52.739,55.567
Addison County,VT,59.089,56.115,62.063
Bennington County,VT,44.674,41.503,47.845
Caledonia County,VT,45.029,42.363,47.695
Chittenden County,VT,61.908,58.884,64.932
Essex County,VT,35.57,32.007,39.133
Franklin County,VT,59.184,55.499,62.869
Grand Isle County,VT,60.081,54.609,65.553
Lamoille County,VT,49.142,45.2,53.084
Orange County,VT,53.025,50.069,55.981
Orleans County,VT,42.089,39.58,44.598
Rutland County,VT,44.888,41.662,48.114
Washington County,VT,58.673,55.063,62.283
Windham County,VT,49.616,46.065,53.167
Windsor County,VT,51.513,48.507,54.519
Virginia,VT,64.923,64.318,65.528
Accomack County,VA,38.39,35.016,41.764
Albemarle County,VA,67.083,62.228,71.938
Alleghany County,VA,45.454,40.773,50.135
Amelia County,VA,51.738,46.492,56.984
Amherst County,VA,43.998,39.929,48.067
Appomattox County,VA,44.397,40.101,48.693
Arlington County,VA,107.143,103.158,111.128
Augusta County,VA,57.808,55.466,60.15
Bath County,VA,43.852,39.28,48.424
Bedford County,VA,55.507,51.782,59.232
Bland County,VA,42.624,38.154,47.094
Botetourt County,VA,63.646,57.554,69.738
Brunswick County,VA,37.344,33.662,41.026
Buchanan County,VA,32.083,29.249,34.917
Buckingham County,VA,38.731,34.915,42.547
Campbell County,VA,46.663,43.14,50.186
Caroline County,VA,56.099,50.712,61.486
Carroll County,VA,38.474,35.201,41.747
Charles City County,VA,49.768,44.624,54.912
Charlotte County,VA,36.339,33.072,39.606
Chesterfield County,VA,72.972,70.081,75.863
Clarke County,VA,70.281,63.525,77.037
Craig County,VA,46.551,41.545,51.557
Culpeper County,VA,62.394,56.864,67.924
Cumberland County,VA,41.409,37.071,45.747
Dickenson County,VA,32.103,29.068,35.138
Dinwiddie County,VA,52.288,48.232,56.344
Essex County,VA,48.277,44.607,51.947
Fairfax County,VA,110.507,108.658,112.356
Fauquier County,VA,89.106,83.479,94.733
Floyd County,VA,43.355,39.587,47.123
Fluvanna County,VA,64.258,58.481,70.035
Franklin County,VA,47.419,43.292,51.546
Frederick County,VA,65.485,60.795,70.175
Giles County,VA,45.979,42.158,49.8
Gloucester County,VA,58.9,54.188,63.612
Goochland County,VA,86.61,79.021,94.199
Grayson County,VA,31.893,28.864,34.922
Greene County,VA,61.762,56.358,67.166
Greensville County,VA,36.459,32.611,40.307
Halifax County,VA,39.079,35.752,42.406
Hanover County,VA,81.94,76.814,87.066
Henrico County,VA,62.446,60.157,64.735
Henry County,VA,34.842,31.973,37.711
Highland County,VA,38.636,34.457,42.815
Isle of Wight County,VA,64.35,58.809,69.891
James City County,VA,75.926,69.82,82.032
King and Queen County,VA,46.331,41.809,50.853
King George County,VA,76.206,69.463,82.949
King William County,VA,64.305,58.82,69.79
Lancaster County,VA,45.827,41.28,50.374
Lee County,VA,31.429,28.16,34.698
Loudoun County,VA,122.641,119.393,125.889
Louisa County,VA,60.121,55.545,64.697
Lunenburg County,VA,37.548,34.288,40.808
Madison County,VA,52.513,47.058,57.968
Mathews County,VA,58.268,52.306,64.23
Mecklenburg County,VA,38.5,35.005,41.995
Middlesex County,VA,48.921,43.93,53.912
Montgomery County,VA,43.484,40.668,46.3
Nelson County,VA,48.076,43.132,53.02
New Kent County,VA,72.406,65.542,79.27
Northampton County,VA,36.822,33.068,40.576
Northumberland County,VA,51.422,46.463,56.381
Nottoway County,VA,37.996,33.94,42.052
Orange County,VA,59.282,53.859,64.705
Page County,VA,44.851,42.838,46.864
Patrick County,VA,34.885,31.416,38.354
Pittsylvania County,VA,44.207,40.92,47.494
Powhatan County,VA,75.539,70.337,80.741
Prince Edward County,VA,37.543,33.656,41.43
Prince George County,VA,61.792,56.708,66.876
Prince William County,VA,91.886,89.272,94.5
Pulaski County,VA,46.186,42.468,49.904
Rappahannock County,VA,62.8,56.618,68.982
Richmond County,VA,42.204,37.788,46.62
Roanoke County,VA,61.935,58.621,65.249
Rockbridge County,VA,48.497,44.435,52.559
Rockingham County,VA,55.798,53.027,58.569
Russell County,VA,37.378,33.932,40.824
Scott County,VA,36.29,32.53,40.05
Shenandoah County,VA,45.43,41.68,49.18
Smyth County,VA,37.831,34.968,40.694
Southampton County,VA,46.521,41.95,51.092
Spotsylvania County,VA,75.714,72.464,78.964
Stafford County,VA,92.647,87.069,98.225
Surry County,VA,48.707,43.715,53.699
Sussex County,VA,37.748,33.795,41.701
Tazewell County,VA,38.292,34.611,41.973
Warren County,VA,60.714,55.816,65.612
Washington County,VA,43.353,40.344,46.362
Westmoreland County,VA,48.232,43.854,52.61
Wise County,VA,38.528,36.095,40.961
Wythe County,VA,41.132,37.472,44.792
York County,VA,81.169,75.97,86.368
Alexandria city,VA,86.419,81.707,91.131
Bristol city,VA,34.099,30.576,37.622
Buena Vista city,VA,38.331,34.306,42.356
Charlottesville city,VA,45.89,41.32,50.46
Chesapeake city,VA,66.625,64.747,68.503
Colonial Heights city,VA,52.355,48.094,56.616
Covington city,VA,36.503,32.655,40.351
Danville city,VA,33.646,31.027,36.265
Emporia city,VA,33.16,29.585,36.735
Fairfax city,VA,94.067,87.07,101.064
Falls Church city,VA,125.635,112.602,138.668
Franklin city,VA,38.583,35.862,41.304
Fredericksburg city,VA,51.195,46.071,56.319
Galax city,VA,33.182,29.63,36.734
Hampton city,VA,47.615,44.803,50.427
Harrisonburg city,VA,38.541,35.047,42.035
Hopewell city,VA,40.122,37.151,43.093
Lexington city,VA,40.829,36.455,45.203
Lynchburg city,VA,40.065,37.473,42.657
Manassas city,VA,72.51,66.618,78.402
Manassas Park city,VA,73.065,66.935,79.195
Martinsville city,VA,29.971,27.212,32.73
Newport News city,VA,48.44,45.608,51.272
Norfolk city,VA,42.567,40.613,44.521
Norton city,VA,31.62,28.267,34.973
Petersburg city,VA,32.749,29.909,35.589
Poquoson city,VA,84.213,75.348,93.078
Portsmouth city,VA,43.045,39.425,46.665
Radford city,VA,34.267,30.831,37.703
Richmond city,VA,42.074,39.728,44.42
Roanoke city,VA,40.735,38.139,43.331
Salem city,VA,54.195,50.158,58.232
Staunton city,VA,42.552,38.62,46.484
Suffolk city,VA,60.735,56.752,64.718
Virginia Beach city,VA,67.676,65.01,70.342
Waynesboro city,VA,44.843,41.709,47.977
Williamsburg city,VA,46.954,42.143,51.765
Winchester city,VA,44.537,40.47,48.604
Washington,VA,61.358,60.882,61.834
Adams County,WA,47.423,42.474,52.372
Asotin County,WA,44.055,39.944,48.166
Benton County,WA,58.75,56.072,61.428
Chelan County,WA,49.174,45.028,53.32
Clallam County,WA,47.185,43.543,50.827
Clark County,WA,61.747,60.396,63.098
Columbia County,WA,45.465,41.255,49.675
Cowlitz County,WA,44.235,41.355,47.115
Douglas County,WA,51.151,47.257,55.045
Ferry County,WA,39.992,36.038,43.946
Franklin County,WA,55.006,51.191,58.821
Garfield County,WA,46.404,41.508,51.3
Grant County,WA,50.388,47.611,53.165
Grays Harbor County,WA,43.205,40.965,45.445
Island County,WA,59.358,55.827,62.889
Jefferson County,WA,50.964,46.641,55.287
King County,WA,75.738,74.417,77.059
Kitsap County,WA,61.898,59.584,64.212
Kittitas County,WA,48.127,44.926,51.328
Klickitat County,WA,49.348,44.723,53.973
Lewis County,WA,44.243,40.71,47.776
Lincoln County,WA,49.955,45.18,54.73
Mason County,WA,52.313,49.305,55.321
Okanogan County,WA,37.782,34.745,40.819
Pacific County,WA,40.189,36.441,43.937
Pend Oreille County,WA,42.579,38.373,46.785
Pierce County,WA,60.397,58.946,61.848
San Juan County,WA,54.721,50.513,58.929
Skagit County,WA,51.395,48.709,54.081
Skamania County,WA,52.673,47.473,57.873
Snohomish County,WA,71.89,70.201,73.579
Spokane County,WA,50.083,48.19,51.976
Stevens County,WA,43.823,40.849,46.797
Thurston County,WA,61.653,59.047,64.259
Wahkiakum County,WA,51.022,48.377,53.667
Walla Walla County,WA,49.819,46.459,53.179
Whatcom County,WA,53.733,51.153,56.313
Whitman County,WA,41.837,37.907,45.767
Yakima County,WA,44.342,42.101,46.583
West Virginia,WA,41.03,40.399,41.661
Barbour County,WV,35.615,31.979,39.251
Berkeley County,WV,56.737,53.472,60.002
Boone County,WV,37.625,34.021,41.229
Braxton County,WV,33.817,30.465,37.169
Brooke County,WV,43.572,39.329,47.815
Cabell County,WV,34.887,32.905,36.869
Calhoun County,WV,32.162,28.853,35.471
Clay County,WV,32.961,30.007,35.915
Doddridge County,WV,41.838,37.906,45.77
Fayette County,WV,36.739,34.611,38.867
Gilmer County,WV,32.705,29.257,36.153
Grant County,WV,41.039,38.273,43.805
Greenbrier County,WV,36.996,33.366,40.626
Hampshire County,WV,35.98,32.334,39.626
Hancock County,WV,48.178,45.965,50.391
Hardy County,WV,41.01,37.49,44.53
Harrison County,WV,42.121,39.683,44.559
Jackson County,WV,41.121,36.854,45.388
Jefferson County,WV,66.95,63.283,70.617
Kanawha County,WV,43.936,41.342,46.53
Lewis County,WV,40.568,37.071,44.065
Lincoln County,WV,34.295,30.842,37.748
Logan County,WV,36.437,33.268,39.606
McDowell County,WV,24.707,22.745,26.669
Marion County,WV,43.729,40.368,47.09
Marshall County,WV,43.356,39.1,47.612
Mason County,WV,35.799,32.383,39.215
Mercer County,WV,35.046,31.935,38.157
Mineral County,WV,40.012,36.136,43.888
Mingo County,WV,29.839,27.057,32.621
Monongalia County,WV,43.835,40.315,47.355
Monroe County,WV,36.351,32.664,40.038
Morgan County,WV,44.446,40.093,48.799
Nicholas County,WV,36.375,32.856,39.894
Ohio County,WV,40.195,37.921,42.469
Pendleton County,WV,38.204,34.484,41.924
Pleasants County,WV,44.801,40.292,49.31
Pocahontas County,WV,34.341,31.124,37.558
Preston County,WV,41.42,38.131,44.709
Putnam County,WV,59.472,54.639,64.305
Raleigh County,WV,40.27,37.461,43.079
Randolph County,WV,37.468,34.318,40.618
Ritchie County,WV,46.383,43.864,48.902
Roane County,WV,33.041,29.944,36.138
Summers County,WV,32.456,30.442,34.47
Taylor County,WV,40.305,36.181,44.429
Tucker County,WV,36.466,33.14,39.792
Tyler County,WV,41.019,36.965,45.073
Upshur County,WV,38.387,35.224,41.55
Wayne County,WV,37.242,33.887,40.597
Webster County,WV,29.331,26.678,31.984
Wetzel County,WV,40.013,35.933,44.093
Wirt County,WV,38.6,34.584,42.616
Wood County,WV,41.932,39.571,44.293
Wyoming County,WV,34.419,31.098,37.74
Wisconsin,WV,52.632,52.206,53.058
Adams County,WI,42.063,39.278,44.848
Ashland County,WI,41.294,38.573,44.015
Barron County,WI,46.375,42.772,49.978
Bayfield County,WI,44.395,41.8,46.99
Brown County,WI,54.141,51.658,56.624
Buffalo County,WI,50.998,48.23,53.766
Burnett County,WI,41.81,39.309,44.311
Calumet County,WI,68.43,63.888,72.972
Chippewa County,WI,52.485,49.101,55.869
Clark County,WI,45.316,42.965,47.667
Columbia County,WI,59.02,55.548,62.492
Crawford County,WI,43.562,40.044,47.08
Dane County,WI,61.937,60.055,63.819
Dodge County,WI,54.359,50.892,57.826
Door County,WI,49.717,45.824,53.61
Douglas County,WI,46.475,43.346,49.604
Dunn County,WI,52.224,48.533,55.915
Eau Claire County,WI,48.102,45.182,51.022
Florence County,WI,44.562,40.05,49.074
Fond du Lac County,WI,52.149,50.374,53.924
Forest County,WI,41.418,38.071,44.765
Grant County,WI,46.972,44.21,49.734
Green County,WI,53.328,49.646,57.01
Green Lake County,WI,51.175,46.896,55.454
Iowa County,WI,58.419,53.902,62.936
Iron County,WI,39.408,36.241,42.575
Jackson County,WI,47.985,44.704,51.266
Jefferson County,WI,56.365,52.735,59.995
Juneau County,WI,45.158,41.741,48.575
Kenosha County,WI,53.945,50.346,57.544
Kewaunee County,WI,56.16,51.071,61.249
La Crosse County,WI,49.79,46.842,52.738
Lafayette County,WI,52.26,48.716,55.804
Langlade County,WI,40.968,37.039,44.897
Lincoln County,WI,48.881,45.285,52.477
Manitowoc County,WI,48.43,44.808,52.052
Marathon County,WI,54.4,50.925,57.875
Marinette County,WI,43.701,41.25,46.152
Marquette County,WI,43.661,40.513,46.809
Menominee County,WI,36.774,34.455,39.093
Milwaukee County,WI,42.946,41.644,44.248
Monroe County,WI,52.978,49.899,56.057
Oconto County,WI,52.776,49.277,56.275
Oneida County,WI,49.04,45.432,52.648
Outagamie County,WI,59.377,55.915,62.839
Ozaukee County,WI,77.364,70.999,83.729
Pepin County,WI,53.828,50.459,57.197
Pierce County,WI,68.471,65.148,71.794
Polk County,WI,52.411,50.184,54.638
Portage County,WI,52.075,49.537,54.613
Price County,WI,42.659,39.625,45.693
Racine County,WI,54.782,52.584,56.98
Richland County,WI,44.026,40.876,47.176
Rock County,WI,51.237,48.39,54.084
Rusk County,WI,39.999,38.237,41.761
St. Croix County,WI,75.92,71.75,80.09
Sauk County,WI,50.243,46.467,54.019
Sawyer County,WI,40.701,37.203,44.199
Shawano County,WI,47.841,45.087,50.595
Sheboygan County,WI,55.335,52.068,58.602
Taylor County,WI,48.683,45.813,51.553
Trempealeau County,WI,50.266,47.434,53.098
Vernon County,WI,46.943,43.219,50.667
Vilas County,WI,41.211,38.864,43.558
Walworth County,WI,52.852,50.503,55.201
Washburn County,WI,42.079,40.251,43.907
Washington County,WI,69.346,65.994,72.698
Waukesha County,WI,76.584,73.999,79.169
Waupaca County,WI,52.85,50.103,55.597
Waushara County,WI,46.835,43.596,50.074
Winnebago County,WI,52.711,50.845,54.577
Wood County,WI,51.003,48.561,53.445
Wyoming,WI,58.291,56.701,59.881
Albany County,WY,42.838,40.357,45.319
Big Horn County,WY,50.437,47.056,53.818
Campbell County,WY,79.358,72.064,86.652
Carbon County,WY,58.225,52.42,64.03
Converse County,WY,63.166,56.894,69.438
Crook County,WY,59.701,53.645,65.757
Fremont County,WY,48.624,46.447,50.801
Goshen County,WY,45.721,41.576,49.866
Hot Springs County,WY,44.427,39.816,49.038
Johnson County,WY,51.434,45.961,56.907
Laramie County,WY,57.192,52.964,61.42
Lincoln County,WY,63.575,57.873,69.277
Natrona County,WY,57.427,53.322,61.532
Niobrara County,WY,45.251,40.39,50.112
Park County,WY,55.354,50.457,60.251
Platte County,WY,49.713,44.532,54.894
Sheridan County,WY,54.716,50.383,59.049
Sublette County,WY,77.222,69.467,84.977
Sweetwater County,WY,72.604,67.783,77.425
Teton County,WY,75.348,68.986,81.71
Uinta County,WY,56.8,51.508,62.092
Washakie County,WY,50.802,45.996,55.608
Weston County,WY,55.52,49.711,61.329
,WY,,,
