Orig Name,Name,State,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
Putnam County,Putnam8,TN,37.693,34.564,40.822
Rhea County,Rhea1,TN,37.952,34.412,41.492
Roane County,Roane1,TN,43.269,39.731,46.807
Robertson County,Robertson2,TN,52.64,48.855,56.425
Rutherford County,Rutherford2,TN,53.799,50.659,56.939
Scott County,Scott10,TN,31.397,28.223,34.571
Sequatchie County,Sequatchie1,TN,44.111,40.619,47.603
Sevier County,Sevier2,TN,39.905,37.176,42.634
Shelby County,Shelby8,TN,44.015,42.457,45.573
Smith County,Smith3,TN,43.659,40.29,47.028
Stewart County,Stewart2,TN,41.59,37.411,45.769
Sullivan County,Sullivan6,TN,38.84,36.955,40.725
Sumner County,Sumner2,TN,58.291,54.684,61.898
Tipton County,Tipton2,TN,52.339,47.526,57.152
Trousdale County,Trousdale1,TN,40.251,35.937,44.565
Unicoi County,Unicoi1,TN,37.632,33.801,41.463
Union County,Union18,TN,37.453,34.195,40.711
Van Buren County,Van Buren4,TN,34.884,31.192,38.576
Warren County,Warren13,TN,36.942,33.642,40.242
Washington County,Washington26,TN,43.212,40.748,45.676
Wayne County,Wayne14,TN,33.573,30.046,37.1
Weakley County,Weakley1,TN,36.205,33.118,39.292
White County,White5,TN,35.4,32.228,38.572
Williamson County,Williamson2,TN,97.936,90.972,104.9
Wilson County,Wilson3,TN,60.955,57.235,64.675
Texas,Texas3,TN,53.067,52.694,53.44
Anderson County,Anderson5,TX,42.471,39.395,45.547
Andrews County,Andrews1,TX,66.878,60.057,73.699
Angelina County,Angelina1,TX,42.128,39.325,44.931
Aransas County,Aransas1,TX,44.551,40.541,48.561
Archer County,Archer1,TX,58.867,53.751,63.983
Armstrong County,Armstrong2,TX,55.177,50.907,59.447
Atascosa County,Atascosa1,TX,52.785,49.459,56.111
Austin County,Austin1,TX,58.792,53.813,63.771
Bailey County,Bailey1,TX,36.821,32.834,40.808
Bandera County,Bandera1,TX,50.107,45.374,54.84
Bastrop County,Bastrop1,TX,52.886,48.422,57.35
Baylor County,Baylor1,TX,36.027,32.21,39.844
Bee County,Bee1,TX,40.68,36.941,44.419
Bell County,Bell2,TX,51.048,49.849,52.247
Bexar County,Bexar1,TX,50.699,49.819,51.579
Blanco County,Blanco1,TX,57.177,51.282,63.072
Borden County,Borden1,TX,61.75,55.218,68.282
Bosque County,Bosque1,TX,44.397,40.146,48.648
Bowie County,Bowie1,TX,41.883,38.042,45.724
Brazoria County,Brazoria1,TX,73.788,70.909,76.667
Brazos County,Brazos1,TX,41.641,39.2,44.082
Brewster County,Brewster1,TX,40.179,35.977,44.381
Briscoe County,Briscoe1,TX,42.139,37.631,46.647
Brooks County,Brooks2,TX,27.875,24.955,30.795
Brown County,Brown8,TX,41.316,38.014,44.618
Burleson County,Burleson1,TX,48.14,43.983,52.297
Burnet County,Burnet1,TX,53.203,48.299,58.107
Caldwell County,Caldwell5,TX,47.227,43.491,50.963
Calhoun County,Calhoun10,TX,46.705,42.011,51.399
Callahan County,Callahan1,TX,40.796,36.594,44.998
Cameron County,Cameron3,TX,32.215,30.787,33.643
Camp County,Camp1,TX,37.801,34.442,41.16
Carson County,Carson2,TX,58.425,52.612,64.238
Cass County,Cass9,TX,39.256,35.7,42.812
Castro County,Castro1,TX,42.966,39.346,46.586
Chambers County,Chambers2,TX,77.281,69.206,85.356
Cherokee County,Cherokee8,TX,38.465,35.685,41.245
Childress County,Childress1,TX,39.025,35.288,42.762
Clay County,Clay17,TX,50.993,45.81,56.176
Cochran County,Cochran1,TX,39.87,35.77,43.97
Coke County,Coke1,TX,41.593,37.335,45.851
Coleman County,Coleman1,TX,37.497,34.767,40.227
Collin County,Collin1,TX,86.634,83.846,89.422
Collingsworth County,Collingsworth1,TX,38.655,34.58,42.73
Colorado County,Colorado2,TX,46.484,42.648,50.32
Comal County,Comal1,TX,64.533,59.304,69.762
Comanche County,Comanche3,TX,38.28,34.999,41.561
Concho County,Concho1,TX,40.837,36.739,44.935
Cooke County,Cooke1,TX,57.378,52.865,61.891
Coryell County,Coryell1,TX,47.018,43.534,50.502
Cottle County,Cottle1,TX,32.722,29.215,36.229
Crane County,Crane1,TX,61.098,55.286,66.91
Crockett County,Crockett2,TX,49.614,44.31,54.918
Crosby County,Crosby1,TX,36.627,33.505,39.749
Culberson County,Culberson1,TX,33.637,30.075,37.199
Dallam County,Dallam1,TX,43.523,39.154,47.892
Dallas County,Dallas5,TX,50.118,49.169,51.067
Dawson County,Dawson4,TX,41.876,37.847,45.905
Deaf Smith County,Deaf Smith1,TX,41.499,37.568,45.43
Delta County,Delta3,TX,38.304,34.365,42.243
Denton County,Denton1,TX,74.569,72.091,77.047
DeWitt County,DeWitt1,TX,45.717,41.06,50.374
Dickens County,Dickens1,TX,35.924,32.303,39.545
Dimmit County,Dimmit1,TX,36.856,32.981,40.731
Donley County,Donley1,TX,37.263,33.564,40.962
Duval County,Duval2,TX,35.069,31.376,38.762
Eastland County,Eastland1,TX,36.591,33.39,39.792
Ector County,Ector1,TX,55.555,51.385,59.725
Edwards County,Edwards3,TX,35.554,31.747,39.361
Ellis County,Ellis3,TX,61.157,56.768,65.546
El Paso County,El Paso2,TX,40.081,38.85,41.312
Erath County,Erath1,TX,41.914,37.738,46.09
Falls County,Falls1,TX,35.491,32.432,38.55
Fannin County,Fannin2,TX,43.211,39.657,46.765
Fayette County,Fayette10,TX,49.83,45.448,54.212
Fisher County,Fisher1,TX,44.519,40.045,48.993
Floyd County,Floyd5,TX,36.898,33.033,40.763
Foard County,Foard1,TX,33.442,29.968,36.916
Fort Bend County,Fort Bend1,TX,88.516,83.793,93.239
Franklin County,Franklin22,TX,42.099,37.733,46.465
Freestone County,Freestone1,TX,46.526,41.887,51.165
Frio County,Frio1,TX,34.206,31.421,36.991
Gaines County,Gaines1,TX,50.709,45.643,55.775
Galveston County,Galveston1,TX,58.333,54.518,62.148
Garza County,Garza1,TX,49.947,45.073,54.821
Gillespie County,Gillespie1,TX,52.814,47.196,58.432
Glasscock County,Glasscock1,TX,73.335,65.432,81.238
Goliad County,Goliad1,TX,49.369,44.116,54.622
Gonzales County,Gonzales1,TX,42.291,38.532,46.05
Gray County,Gray2,TX,49.012,44.457,53.567
Grayson County,Grayson2,TX,49.261,45.865,52.657
Gregg County,Gregg1,TX,50.02,47.218,52.822
Grimes County,Grimes1,TX,44.795,40.212,49.378
Guadalupe County,Guadalupe2,TX,61.825,58.523,65.127
Hale County,Hale2,TX,40.213,37.366,43.06
Hall County,Hall3,TX,33.324,30.09,36.558
Hamilton County,Hamilton10,TX,41.207,36.973,45.441
Hansford County,Hansford1,TX,50.698,45.339,56.057
Hardeman County,Hardeman2,TX,36.992,33.109,40.875
Hardin County,Hardin6,TX,53.872,49.111,58.633
Harris County,Harris2,TX,54.23,53.235,55.225
Harrison County,Harrison7,TX,48.461,44.088,52.834
Hartley County,Hartley1,TX,64.182,60.053,68.311
Haskell County,Haskell3,TX,35.607,31.929,39.285
Hays County,Hays1,TX,59.569,56.504,62.634
Hemphill County,Hemphill1,TX,66.505,59.259,73.751
Henderson County,Henderson5,TX,40.921,38.981,42.861
Hidalgo County,Hidalgo2,TX,34.368,32.672,36.064
Hill County,Hill2,TX,41.521,38.186,44.856
Hockley County,Hockley1,TX,50.124,47.035,53.213
Hood County,Hood1,TX,55.472,50.193,60.751
Hopkins County,Hopkins2,TX,44.076,40.566,47.586
Houston County,Houston5,TX,33.698,30.51,36.886
Howard County,Howard7,TX,47.299,43.657,50.941
Hudspeth County,Hudspeth1,TX,32.086,28.65,35.522
Hunt County,Hunt1,TX,43.385,40.236,46.534
Hutchinson County,Hutchinson2,TX,51.508,46.678,56.338
Irion County,Irion1,TX,63.054,56.311,69.797
Jack County,Jack1,TX,52.03,47.199,56.861
Jackson County,Jackson22,TX,52.185,48.056,56.314
Jasper County,Jasper8,TX,41.017,36.677,45.357
Jeff Davis County,Jeff Davis2,TX,46.364,41.375,51.353
Jefferson County,Jefferson23,TX,41.147,39.396,42.898
Jim Hogg County,Jim Hogg1,TX,36.929,33.141,40.717
Jim Wells County,Jim Wells1,TX,46.2,42.579,49.821
Johnson County,Johnson11,TX,55.926,51.877,59.975
Jones County,Jones6,TX,41.079,37.192,44.966
Karnes County,Karnes1,TX,43.986,39.383,48.589
Kaufman County,Kaufman1,TX,57.585,53.132,62.038
Kendall County,Kendall2,TX,77.764,70.376,85.152
Kenedy County,Kenedy1,TX,38.451,34.235,42.667
Kent County,Kent5,TX,43.026,39.111,46.941
Kerr County,Kerr1,TX,44.113,40.046,48.18
Kimble County,Kimble1,TX,38.75,34.794,42.706
King County,King1,TX,64.203,58.525,69.881
Kinney County,Kinney1,TX,39.335,35.178,43.492
Kleberg County,Kleberg1,TX,40.884,36.564,45.204
Knox County,Knox9,TX,36.929,33.248,40.61
Lamar County,Lamar4,TX,41.009,38.004,44.014
Lamb County,Lamb1,TX,37.111,33.8,40.422
Lampasas County,Lampasas1,TX,50.699,45.895,55.503
La Salle County,La Salle3,TX,38.012,34.106,41.918
Lavaca County,Lavaca1,TX,47.041,43.225,50.857
Lee County,Lee11,TX,52.895,47.859,57.931
Leon County,Leon2,TX,45.159,40.554,49.764
Liberty County,Liberty4,TX,47.123,43.3,50.946
Limestone County,Limestone2,TX,37.256,33.752,40.76
Lipscomb County,Lipscomb1,TX,60.81,55.125,66.495
Live Oak County,Live Oak1,TX,51.481,46.368,56.594
Llano County,Llano1,TX,45.096,40.729,49.463
Loving County,Loving1,TX,55.819,49.598,62.04
Lubbock County,Lubbock1,TX,45.719,43.869,47.569
Lynn County,Lynn1,TX,41.589,37.388,45.79
McCulloch County,McCulloch1,TX,39.649,35.928,43.37
McLennan County,McLennan1,TX,43.488,41.07,45.906
McMullen County,McMullen1,TX,61.571,55.08,68.062
Madison County,Madison19,TX,39.03,34.934,43.126
Marion County,Marion16,TX,34.452,31.02,37.884
Martin County,Martin6,TX,61.896,56.382,67.41
Mason County,Mason4,TX,42.82,38.282,47.358
Matagorda County,Matagorda1,TX,41.587,37.349,45.825
Maverick County,Maverick1,TX,32.248,29.486,35.01
Medina County,Medina2,TX,53.44,49.04,57.84
Menard County,Menard2,TX,32.58,29.163,35.997
Midland County,Midland2,TX,74.811,69.138,80.484
Milam County,Milam1,TX,41.849,37.9,45.798
Mills County,Mills2,TX,38.564,34.661,42.467
Mitchell County,Mitchell5,TX,41.363,37.04,45.686
Montague County,Montague1,TX,48.996,44.903,53.089
Montgomery County,Montgomery17,TX,70.929,67.702,74.156
Moore County,Moore3,TX,42.839,38.819,46.859
Morris County,Morris3,TX,37.954,34.171,41.737
Motley County,Motley1,TX,37.936,33.884,41.988
Nacogdoches County,Nacogdoches1,TX,38.895,36.714,41.076
Navarro County,Navarro1,TX,43.091,39.867,46.315
Newton County,Newton6,TX,39.135,34.973,43.297
Nolan County,Nolan1,TX,38.742,34.819,42.665
Nueces County,Nueces1,TX,51.222,49.551,52.893
Ochiltree County,Ochiltree1,TX,61.773,55.648,67.898
Oldham County,Oldham2,TX,54.458,48.632,60.284
Orange County,Orange6,TX,48.834,44.64,53.028
Palo Pinto County,Palo Pinto1,TX,40.862,37.257,44.467
Panola County,Panola2,TX,48.822,45.464,52.18
Parker County,Parker1,TX,67.655,63.185,72.125
Parmer County,Parmer1,TX,41.813,38.702,44.924
Pecos County,Pecos1,TX,44.817,40.507,49.127
Polk County,Polk11,TX,41.401,37.864,44.938
Potter County,Potter3,TX,38.224,35.748,40.7
Presidio County,Presidio1,TX,34.258,30.9,37.616
Rains County,Rains1,TX,47.834,44.651,51.017
Randall County,Randall1,TX,64.636,61.33,67.942
Reagan County,Reagan1,TX,62.376,55.648,69.104
Real County,Real1,TX,37.294,34.059,40.529
Red River County,Red River2,TX,34.34,30.844,37.836
Reeves County,Reeves1,TX,39.006,35.34,42.672
Refugio County,Refugio1,TX,43.654,39.074,48.234
Roberts County,Roberts2,TX,69.424,62.752,76.096
Robertson County,Robertson3,TX,43.194,39.324,47.064
Rockwall County,Rockwall1,TX,84.692,78.758,90.626
Runnels County,Runnels1,TX,38.607,34.708,42.506
Rusk County,Rusk1,TX,46.427,42.931,49.923
Sabine County,Sabine2,TX,35.701,31.988,39.414
San Augustine County,San Augustine1,TX,32.826,29.351,36.301
San Jacinto County,San Jacinto1,TX,43.087,38.599,47.575
San Patricio County,San Patricio1,TX,51.958,48.698,55.218
San Saba County,San Saba1,TX,38,34.026,41.974
Schleicher County,Schleicher1,TX,50.361,45.15,55.572
Scurry County,Scurry1,TX,56.444,50.659,62.229
Shackelford County,Shackelford1,TX,55.13,49.626,60.634
Shelby County,Shelby9,TX,35.772,32.673,38.871
Sherman County,Sherman4,TX,49.309,44.366,54.252
Smith County,Smith4,TX,45.363,42.404,48.322
Somervell County,Somervell1,TX,51.733,46.871,56.595
Starr County,Starr1,TX,26.699,24.224,29.174
Stephens County,Stephens3,TX,44.11,39.745,48.475
Sterling County,Sterling1,TX,59.854,53.412,66.296
Stonewall County,Stonewall1,TX,42.78,38.211,47.349
Sutton County,Sutton1,TX,60.435,54.024,66.846
Swisher County,Swisher1,TX,37.527,33.528,41.526
Tarrant County,Tarrant1,TX,58.127,56.818,59.436
Taylor County,Taylor5,TX,45.559,42.955,48.163
Terrell County,Terrell2,TX,39.503,35.197,43.809
Terry County,Terry1,TX,38.752,34.718,42.786
Throckmorton County,Throckmorton1,TX,43.618,39.441,47.795
Titus County,Titus1,TX,40.68,37.335,44.025
Tom Green County,Tom Green1,TX,45.261,41.629,48.893
Travis County,Travis1,TX,61.779,60.414,63.144
Trinity County,Trinity2,TX,36.645,33.436,39.854
Tyler County,Tyler1,TX,40.442,36.3,44.584
Upshur County,Upshur1,TX,46.346,42.361,50.331
Upton County,Upton1,TX,55.918,49.993,61.843
Uvalde County,Uvalde1,TX,37.933,34.151,41.715
Val Verde County,Val Verde1,TX,41.437,37.657,45.217
Van Zandt County,Van Zandt1,TX,43.377,40.256,46.498
Victoria County,Victoria1,TX,51.003,46.984,55.022
Walker County,Walker3,TX,39.984,36.638,43.33
Waller County,Waller1,TX,50.589,46.139,55.039
Ward County,Ward2,TX,53.244,47.821,58.667
Washington County,Washington27,TX,55.139,51.645,58.633
Webb County,Webb1,TX,37.935,35.963,39.907
Wharton County,Wharton1,TX,44.11,40.379,47.841
Wheeler County,Wheeler4,TX,52.548,47.473,57.623
Wichita County,Wichita2,TX,43.379,40.75,46.008
Wilbarger County,Wilbarger1,TX,39.377,35.318,43.436
Willacy County,Willacy1,TX,29.782,26.7,32.864
Williamson County,Williamson3,TX,73.098,70.607,75.589
Wilson County,Wilson4,TX,62.752,58.653,66.851
Winkler County,Winkler1,TX,55.493,49.858,61.128
Wise County,Wise1,TX,59.904,55.353,64.455
Wood County,Wood2,TX,42.753,39.333,46.173
Yoakum County,Yoakum1,TX,60.738,54.412,67.064
Young County,Young1,TX,41.872,37.718,46.026
Zapata County,Zapata1,TX,33.291,29.743,36.839
Zavala County,Zavala1,TX,26.336,23.529,29.143
Utah,Utah1,TX,60.943,60.307,61.579
Beaver County,Beaver3,UT,50.818,46.164,55.472
Box Elder County,Box Elder1,UT,56.313,51.907,60.719
Cache County,Cache1,UT,51.735,50.032,53.438
Carbon County,Carbon3,UT,47.34,43.006,51.674
Daggett County,Daggett1,UT,53.006,47.252,58.76
Davis County,Davis2,UT,70.797,68.107,73.487
Duchesne County,Duchesne1,UT,61.976,58.63,65.322
Emery County,Emery1,UT,49.709,46.4,53.018
Garfield County,Garfield5,UT,45.666,41.175,50.157
Grand County,Grand2,UT,43.344,39.22,47.468
Iron County,Iron3,UT,43.615,39.441,47.789
Juab County,Juab1,UT,55.204,50.719,59.689
Kane County,Kane2,UT,48.456,44.031,52.881
Millard County,Millard1,UT,52.623,48.442,56.804
Morgan County,Morgan10,UT,82.597,73.922,91.272
Piute County,Piute1,UT,37.73,33.693,41.767
Rich County,Rich1,UT,56.772,50.676,62.868
Salt Lake County,Salt Lake1,UT,62.536,60.865,64.207
San Juan County,San Juan3,UT,40.59,36.391,44.789
Sanpete County,Sanpete1,UT,44.644,40.415,48.873
Sevier County,Sevier3,UT,48.622,44.987,52.257
Summit County,Summit3,UT,92.56,85.447,99.673
Tooele County,Tooele1,UT,64.193,58.684,69.702
Uintah County,Uintah1,UT,65.489,60.3,70.678
Utah County,Utah2,UT,60.957,59.733,62.181
Wasatch County,Wasatch1,UT,65.207,59.743,70.671
Washington County,Washington28,UT,50.169,46.673,53.665
Wayne County,Wayne15,UT,42.366,38.718,46.014
Weber County,Weber1,UT,59.293,57.078,61.508
Vermont,Vermont1,UT,54.153,52.739,55.567
Addison County,Addison1,VT,59.089,56.115,62.063
Bennington County,Bennington1,VT,44.674,41.503,47.845
Caledonia County,Caledonia1,VT,45.029,42.363,47.695
Chittenden County,Chittenden1,VT,61.908,58.884,64.932
Essex County,Essex4,VT,35.57,32.007,39.133
Franklin County,Franklin23,VT,59.184,55.499,62.869
Grand Isle County,Grand Isle1,VT,60.081,54.609,65.553
Lamoille County,Lamoille1,VT,49.142,45.2,53.084
Orange County,Orange7,VT,53.025,50.069,55.981
Orleans County,Orleans3,VT,42.089,39.58,44.598
Rutland County,Rutland1,VT,44.888,41.662,48.114
Washington County,Washington29,VT,58.673,55.063,62.283
Windham County,Windham2,VT,49.616,46.065,53.167
Windsor County,Windsor1,VT,51.513,48.507,54.519
Virginia,Virginia1,VT,64.923,64.318,65.528
Accomack County,Accomack1,VA,38.39,35.016,41.764
Albemarle County,Albemarle1,VA,67.083,62.228,71.938
Alleghany County,Alleghany2,VA,45.454,40.773,50.135
Amelia County,Amelia1,VA,51.738,46.492,56.984
Amherst County,Amherst1,VA,43.998,39.929,48.067
Appomattox County,Appomattox1,VA,44.397,40.101,48.693
Arlington County,Arlington1,VA,107.143,103.158,111.128
Augusta County,Augusta1,VA,57.808,55.466,60.15
Bath County,Bath2,VA,43.852,39.28,48.424
Bedford County,Bedford3,VA,55.507,51.782,59.232
Bland County,Bland1,VA,42.624,38.154,47.094
Botetourt County,Botetourt1,VA,63.646,57.554,69.738
Brunswick County,Brunswick2,VA,37.344,33.662,41.026
Buchanan County,Buchanan3,VA,32.083,29.249,34.917
Buckingham County,Buckingham1,VA,38.731,34.915,42.547
Campbell County,Campbell4,VA,46.663,43.14,50.186
Caroline County,Caroline2,VA,56.099,50.712,61.486
Carroll County,Carroll13,VA,38.474,35.201,41.747
Charles City County,Charles City1,VA,49.768,44.624,54.912
Charlotte County,Charlotte2,VA,36.339,33.072,39.606
Chesterfield County,Chesterfield2,VA,72.972,70.081,75.863
Clarke County,Clarke5,VA,70.281,63.525,77.037
Craig County,Craig2,VA,46.551,41.545,51.557
Culpeper County,Culpeper1,VA,62.394,56.864,67.924
Cumberland County,Cumberland8,VA,41.409,37.071,45.747
Dickenson County,Dickenson1,VA,32.103,29.068,35.138
Dinwiddie County,Dinwiddie1,VA,52.288,48.232,56.344
Essex County,Essex5,VA,48.277,44.607,51.947
Fairfax County,Fairfax1,VA,110.507,108.658,112.356
Fauquier County,Fauquier1,VA,89.106,83.479,94.733
Floyd County,Floyd6,VA,43.355,39.587,47.123
Fluvanna County,Fluvanna1,VA,64.258,58.481,70.035
Franklin County,Franklin24,VA,47.419,43.292,51.546
Frederick County,Frederick2,VA,65.485,60.795,70.175
Giles County,Giles2,VA,45.979,42.158,49.8
Gloucester County,Gloucester2,VA,58.9,54.188,63.612
Goochland County,Goochland1,VA,86.61,79.021,94.199
Grayson County,Grayson3,VA,31.893,28.864,34.922
Greene County,Greene14,VA,61.762,56.358,67.166
Greensville County,Greensville1,VA,36.459,32.611,40.307
Halifax County,Halifax2,VA,39.079,35.752,42.406
Hanover County,Hanover1,VA,81.94,76.814,87.066
Henrico County,Henrico1,VA,62.446,60.157,64.735
Henry County,Henry10,VA,34.842,31.973,37.711
Highland County,Highland2,VA,38.636,34.457,42.815
Isle of Wight County,Isle of Wight1,VA,64.35,58.809,69.891
James City County,James City1,VA,75.926,69.82,82.032
King and Queen County,King and Queen1,VA,46.331,41.809,50.853
King George County,King George1,VA,76.206,69.463,82.949
King William County,King William1,VA,64.305,58.82,69.79
Lancaster County,Lancaster4,VA,45.827,41.28,50.374
Lee County,Lee12,VA,31.429,28.16,34.698
Loudoun County,Loudoun1,VA,122.641,119.393,125.889
Louisa County,Louisa2,VA,60.121,55.545,64.697
Lunenburg County,Lunenburg1,VA,37.548,34.288,40.808
Madison County,Madison20,VA,52.513,47.058,57.968
Mathews County,Mathews1,VA,58.268,52.306,64.23
Mecklenburg County,Mecklenburg2,VA,38.5,35.005,41.995
Middlesex County,Middlesex4,VA,48.921,43.93,53.912
Montgomery County,Montgomery18,VA,43.484,40.668,46.3
Nelson County,Nelson3,VA,48.076,43.132,53.02
New Kent County,New Kent1,VA,72.406,65.542,79.27
Northampton County,Northampton3,VA,36.822,33.068,40.576
Northumberland County,Northumberland2,VA,51.422,46.463,56.381
Nottoway County,Nottoway1,VA,37.996,33.94,42.052
Orange County,Orange8,VA,59.282,53.859,64.705
Page County,Page2,VA,44.851,42.838,46.864
Patrick County,Patrick1,VA,34.885,31.416,38.354
Pittsylvania County,Pittsylvania1,VA,44.207,40.92,47.494
Powhatan County,Powhatan1,VA,75.539,70.337,80.741
Prince Edward County,Prince Edward1,VA,37.543,33.656,41.43
Prince George County,Prince George1,VA,61.792,56.708,66.876
Prince William County,Prince William1,VA,91.886,89.272,94.5
Pulaski County,Pulaski7,VA,46.186,42.468,49.904
Rappahannock County,Rappahannock1,VA,62.8,56.618,68.982
Richmond County,Richmond4,VA,42.204,37.788,46.62
Roanoke County,Roanoke1,VA,61.935,58.621,65.249
Rockbridge County,Rockbridge1,VA,48.497,44.435,52.559
Rockingham County,Rockingham3,VA,55.798,53.027,58.569
Russell County,Russell4,VA,37.378,33.932,40.824
Scott County,Scott11,VA,36.29,32.53,40.05
Shenandoah County,Shenandoah1,VA,45.43,41.68,49.18
Smyth County,Smyth1,VA,37.831,34.968,40.694
Southampton County,Southampton1,VA,46.521,41.95,51.092
Spotsylvania County,Spotsylvania1,VA,75.714,72.464,78.964
Stafford County,Stafford2,VA,92.647,87.069,98.225
Surry County,Surry2,VA,48.707,43.715,53.699
Sussex County,Sussex3,VA,37.748,33.795,41.701
Tazewell County,Tazewell2,VA,38.292,34.611,41.973
Warren County,Warren14,VA,60.714,55.816,65.612
Washington County,Washington30,VA,43.353,40.344,46.362
Westmoreland County,Westmoreland2,VA,48.232,43.854,52.61
Wise County,Wise2,VA,38.528,36.095,40.961
Wythe County,Wythe1,VA,41.132,37.472,44.792
York County,York5,VA,81.169,75.97,86.368
Alexandria city,Alexandria1,VA,86.419,81.707,91.131
Bristol city,Bristol3,VA,34.099,30.576,37.622
Buena Vista city,Buena Vista2,VA,38.331,34.306,42.356
Charlottesville city,Charlottesville1,VA,45.89,41.32,50.46
Chesapeake city,Chesapeake1,VA,66.625,64.747,68.503
Colonial Heights city,Colonial Heights1,VA,52.355,48.094,56.616
Covington city,Covington3,VA,36.503,32.655,40.351
Danville city,Danville1,VA,33.646,31.027,36.265
Emporia city,Emporia1,VA,33.16,29.585,36.735
Fairfax city,Fairfax2,VA,94.067,87.07,101.064
Falls Church city,Falls Church1,VA,125.635,112.602,138.668
Franklin city,Franklin25,VA,38.583,35.862,41.304
Fredericksburg city,Fredericksburg1,VA,51.195,46.071,56.319
Galax city,Galax1,VA,33.182,29.63,36.734
Hampton city,Hampton2,VA,47.615,44.803,50.427
Harrisonburg city,Harrisonburg1,VA,38.541,35.047,42.035
Hopewell city,Hopewell1,VA,40.122,37.151,43.093
Lexington city,Lexington2,VA,40.829,36.455,45.203
Lynchburg city,Lynchburg1,VA,40.065,37.473,42.657
Manassas city,Manassas1,VA,72.51,66.618,78.402
Manassas Park city,Manassas Park1,VA,73.065,66.935,79.195
Martinsville city,Martinsville1,VA,29.971,27.212,32.73
Newport News city,Newport News1,VA,48.44,45.608,51.272
Norfolk city,Norfolk2,VA,42.567,40.613,44.521
Norton city,Norton2,VA,31.62,28.267,34.973
Petersburg city,Petersburg2,VA,32.749,29.909,35.589
Poquoson city,Poquoson1,VA,84.213,75.348,93.078
Portsmouth city,Portsmouth1,VA,43.045,39.425,46.665
Radford city,Radford1,VA,34.267,30.831,37.703
Richmond city,Richmond5,VA,42.074,39.728,44.42
Roanoke city,Roanoke2,VA,40.735,38.139,43.331
Salem city,Salem2,VA,54.195,50.158,58.232
Staunton city,Staunton1,VA,42.552,38.62,46.484
Suffolk city,Suffolk3,VA,60.735,56.752,64.718
Virginia Beach city,Virginia Beach1,VA,67.676,65.01,70.342
Waynesboro city,Waynesboro1,VA,44.843,41.709,47.977
Williamsburg city,Williamsburg2,VA,46.954,42.143,51.765
Winchester city,Winchester1,VA,44.537,40.47,48.604
Washington,Washington31,VA,61.358,60.882,61.834
Adams County,Adams11,WA,47.423,42.474,52.372
Asotin County,Asotin1,WA,44.055,39.944,48.166
Benton County,Benton9,WA,58.75,56.072,61.428
Chelan County,Chelan1,WA,49.174,45.028,53.32
Clallam County,Clallam1,WA,47.185,43.543,50.827
Clark County,Clark11,WA,61.747,60.396,63.098
Columbia County,Columbia7,WA,45.465,41.255,49.675
Cowlitz County,Cowlitz1,WA,44.235,41.355,47.115
Douglas County,Douglas11,WA,51.151,47.257,55.045
Ferry County,Ferry1,WA,39.992,36.038,43.946
Franklin County,Franklin26,WA,55.006,51.191,58.821
Garfield County,Garfield6,WA,46.404,41.508,51.3
Grant County,Grant13,WA,50.388,47.611,53.165
Grays Harbor County,Grays Harbor1,WA,43.205,40.965,45.445
Island County,Island1,WA,59.358,55.827,62.889
Jefferson County,Jefferson24,WA,50.964,46.641,55.287
King County,King2,WA,75.738,74.417,77.059
Kitsap County,Kitsap1,WA,61.898,59.584,64.212
Kittitas County,Kittitas1,WA,48.127,44.926,51.328
Klickitat County,Klickitat1,WA,49.348,44.723,53.973
Lewis County,Lewis6,WA,44.243,40.71,47.776
Lincoln County,Lincoln21,WA,49.955,45.18,54.73
Mason County,Mason5,WA,52.313,49.305,55.321
Okanogan County,Okanogan1,WA,37.782,34.745,40.819
Pacific County,Pacific1,WA,40.189,36.441,43.937
Pend Oreille County,Pend Oreille1,WA,42.579,38.373,46.785
Pierce County,Pierce4,WA,60.397,58.946,61.848
San Juan County,San Juan4,WA,54.721,50.513,58.929
Skagit County,Skagit1,WA,51.395,48.709,54.081
Skamania County,Skamania1,WA,52.673,47.473,57.873
Snohomish County,Snohomish1,WA,71.89,70.201,73.579
Spokane County,Spokane1,WA,50.083,48.19,51.976
Stevens County,Stevens3,WA,43.823,40.849,46.797
Thurston County,Thurston2,WA,61.653,59.047,64.259
Wahkiakum County,Wahkiakum1,WA,51.022,48.377,53.667
Walla Walla County,Walla Walla1,WA,49.819,46.459,53.179
Whatcom County,Whatcom1,WA,53.733,51.153,56.313
Whitman County,Whitman1,WA,41.837,37.907,45.767
Yakima County,Yakima1,WA,44.342,42.101,46.583
West Virginia,West Virginia1,WA,41.03,40.399,41.661
Barbour County,Barbour2,WV,35.615,31.979,39.251
Berkeley County,Berkeley2,WV,56.737,53.472,60.002
Boone County,Boone8,WV,37.625,34.021,41.229
Braxton County,Braxton1,WV,33.817,30.465,37.169
Brooke County,Brooke1,WV,43.572,39.329,47.815
Cabell County,Cabell1,WV,34.887,32.905,36.869
Calhoun County,Calhoun11,WV,32.162,28.853,35.471
Clay County,Clay18,WV,32.961,30.007,35.915
Doddridge County,Doddridge1,WV,41.838,37.906,45.77
Fayette County,Fayette11,WV,36.739,34.611,38.867
Gilmer County,Gilmer2,WV,32.705,29.257,36.153
Grant County,Grant14,WV,41.039,38.273,43.805
Greenbrier County,Greenbrier1,WV,36.996,33.366,40.626
